Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Unnamed: 13
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60,6.065,0,1.000,0,3,0,787,7.915,0.0
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1.931,1.004,0,3.395,56,3,0,1,6.390,0.0
JUJUY,Palpalá,Rio Blanco,38042010,0,53,0,21,0,0,0,0,74,0.0
JUJUY,Rinconada,Nuevo Pirquitas,38049030,0,0,0,5,0,2,0,0,7,0.0
JUJUY,Rinconada,Coyaguaima,38049007,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Rinconada,Orosmayo,38049035,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Rinconada,Lagunillas de Farallón,38049010,0,0,0,9,0,0,0,0,9,0.0
JUJUY,San Antonio,Loteo Navea,38056020,0,0,0,77,0,0,0,0,77,0.0
JUJUY,San Antonio,El Ceibal,38056010,0,0,0,1,0,0,0,0,1,0.0
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,5.822,1.334,0,1.468,0,1,0,74,8.699,0.0
JUJUY,Santa Catalina,Casira,38077010,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Santa Catalina,Ciénega,38077020,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Santa Catalina,Cieneguillas,38077030,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Santa Catalina,Cusi Cusi,38077040,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Santa Catalina,Oratorio,38077070,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Santa Catalina,Paicone,38077080,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Santa Catalina,Santa Catalina,38077100,0,0,0,5,0,1,0,0,6,0.0
JUJUY,Susques,El Toro,38084030,0,0,0,20,0,2,0,0,22,0.0
JUJUY,Susques,Huáncar,38084040,0,0,0,27,0,0,0,0,27,0.0
JUJUY,Susques,Olacapato,38084055,0,0,0,8,0,0,0,1,9,0.0
JUJUY,Susques,Olaroz Chico,38084060,0,0,0,30,0,1,0,5,36,0.0
JUJUY,Susques,Pastos Chicos,38084070,0,0,0,22,0,0,0,0,22,0.0
JUJUY,Susques,Puesto Sey,38084080,0,0,0,20,0,0,0,0,20,0.0
JUJUY,Susques,San Juan de Quillaqués,38084090,0,0,0,12,0,5,0,0,17,0.0
JUJUY,Susques,Susques,38084100,0,0,0,275,0,11,0,18,304,0.0
JUJUY,Susques,Coranzuli,38084020,0,0,0,60,0,0,0,0,60,0.0
JUJUY,Susques,Catua,38084010,0,0,0,70,0,0,0,0,70,0.0
JUJUY,Susques,Jama,38084045,0,0,0,11,0,0,0,0,11,0.0
JUJUY,Susques,Mina Providencia,38084050,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Tilcara,Huacalera,38094020,0,0,0,5,56,0,0,0,61,0.0
JUJUY,Tilcara,Maimará,38094040,0,0,0,5,430,2,0,76,513,0.0
JUJUY,Tilcara,Tilcara,38094050,0,0,0,5,70,3,0,375,453,0.0
JUJUY,Yavi,Barrios,38112010,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Yavi,Cangrejillos,38112020,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Yavi,La Intermedia,38112040,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Yavi,La Quiaca,38112050,660,0,0,75,5,1,0,1,742,0.0
JUJUY,Yavi,Pumahuasi,38112070,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Yavi,Yavi Chico,38112090,0,0,0,5,0,0,0,0,5,0.0
LA PAMPA,Atreucó,Doblas,42007010,0,333,0,40,0,1,0,41,415,0.0
LA PAMPA,Atreucó,Macachín,42007020,0,0,0,301,0,1,0,1.004,1.306,0.0
LA PAMPA,Atreucó,Miguel Riglos,42007030,0,0,0,3,0,1,0,110,114,0.0
LA PAMPA,Capital,Anguil,42021010,0,138,0,2,99,1,0,334,574,0.0
LA PAMPA,Capital,Santa Rosa,42021020,1.760,46.905,66,1.387,3.066,3,0,271,53.458,0.0
LA PAMPA,Catriló,Catriló,42028010,0,509,1,680,327,1,0,0,1.518,0.0
LA PAMPA,Catriló,Lonquimay,42028030,0,278,0,1,71,1,0,0,351,0.0
LA PAMPA,Catriló,Uriburu,42028040,0,90,0,1,94,2,0,149,336,0.0
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,0,0,1,57,0,1,0,530,589,0.0
LA PAMPA,Chapaleufú,Ceballos,42056020,0,0,0,1,0,1,0,73,75,0.0
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,83,613,1,209,1,2,0,556,1.465,0.0
LA PAMPA,Conhelo,Eduardo Castex,42035020,1.693,1.341,0,7,0,1,0,0,3.042,0.0
LA PAMPA,Conhelo,Rucanelo,42035050,0,0,0,1,0,0,0,26,27,0.0
LA PAMPA,Conhelo,Winifreda,42035060,0,192,2,693,2,0,0,195,1.084,0.0
LA PAMPA,Guatraché,Alpachiri,42070010,0,0,0,2,0,1,0,0,3,0.0
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,0,0,0,2,0,1,0,0,3,0.0
LA PAMPA,Guatraché,Guatraché,42070030,0,239,0,2,0,1,0,278,520,0.0
LA PAMPA,Guatraché,Santa Teresa,42070050,0,0,0,2,0,0,0,0,2,0.0
LA PAMPA,Hucal,Abramo,42077010,0,0,0,1,0,1,0,64,66,0.0
LA PAMPA,Hucal,Bernasconi,42077020,48,0,0,1,0,1,0,603,653,0.0
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,0,0,0,2,0,0,0,826,828,0.0
LA PAMPA,Hucal,Jacinto Arauz,42077050,631,0,0,2,0,2,0,76,711,0.0
LA PAMPA,Loventué,Carro Quemado,42098010,0,0,0,1,0,1,0,50,52,0.0
LA PAMPA,Loventué,Telén,42098040,0,0,0,1,0,1,0,198,200,0.0
LA PAMPA,Loventué,Victorica,42098050,0,0,0,2,0,1,0,482,485,0.0
LA PAMPA,Loventué,Loventué,42098020,0,0,0,1,0,0,0,0,1,0.0
LA PAMPA,Maracó,Dorila,42105020,0,0,0,1,0,0,0,53,54,0.0
LA PAMPA,Maracó,General Pico,42105030,2.535,1,91,14.688,278,1,0,3.015,20.609,0.0
LA PAMPA,Maracó,Speluzzi,42105040,0,0,0,1,0,0,0,41,42,0.0
LA PAMPA,Puelén,25 de Mayo,42112020,0,0,0,1.027,0,0,0,950,1.977,0.0
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,0,0,2,550,0,1,0,249,802,0.0
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,0,0,0,1,105,1,0,0,107,0.0
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,0,0,1,2,113,1,0,143,260,0.0
LA PAMPA,Rancul,Caleufú,42126010,0,350,0,2,0,1,0,0,353,0.0
LA PAMPA,Rancul,Parera,42126040,0,0,0,408,0,1,0,258,667,0.0
LA PAMPA,Rancul,Quetrequén,42126060,0,0,0,1,0,1,0,142,144,0.0
LA PAMPA,Rancul,Rancul,42126070,0,0,0,158,0,2,0,677,837,0.0
LA PAMPA,Rancul,Pichi Huinca,42126050,0,0,0,1,0,0,0,0,1,0.0
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,0,0,0,2,0,0,0,100,102,0.0
LA PAMPA,Realicó,Embajador Martini,42133040,15,0,0,7,0,1,0,531,554,0.0
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,0,0,0,240,0,2,0,1.418,1.660,0.0
LA PAMPA,Realicó,Realicó,42133080,171,0,1,1.527,0,1,0,1.398,3.098,0.0
LA PAMPA,Toay,Toay,42140020,225,5.104,0,556,0,1,0,259,6.145,0.0
LA PAMPA,Trenel,Arata,42147010,0,0,0,1,0,1,0,256,258,0.0
LA PAMPA,Utracán,Ataliva Roca,42154010,0,0,0,2,0,1,0,289,292,0.0
LA PAMPA,Utracán,Colonia Santa María,42154030,0,0,1,1,0,0,0,145,147,0.0
LA PAMPA,Utracán,General Acha,42154040,551,2.915,0,970,0,2,0,333,4.771,0.0
LA PAMPA,Utracán,Quehué,42154050,0,0,0,1,0,1,0,242,244,0.0
LA PAMPA,Utracán,Unanué,42154060,0,0,0,1,0,0,0,56,57,0.0
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,0,0,0,1,0,1,0,0,2,0.0
LA RIOJA,Arauco,Aimogasta,46007010,104,2.031,0,4,0,1,0,87,2.227,0.0
LA RIOJA,Capital,La Rioja,46014010,5.272,34.941,4,16.315,6,3,0,1.223,57.764,0.0
LA RIOJA,Castro Barros,Anillaco,46021020,0,453,0,1,0,1,0,0,455,0.0
LA RIOJA,Castro Barros,Aminga,46021010,0,158,0,1,0,0,0,17,176,0.0
LA RIOJA,Castro Barros,Anjullón,46021030,0,44,0,1,0,0,0,64,109,0.0
LA RIOJA,Chamical,Chamical,46035010,229,2.963,0,8,0,1,0,9,3.210,0.0
LA RIOJA,Chilecito,Chilecito,46042010,1.046,4.510,0,3.328,0,0,0,96,8.980,0.0
LA RIOJA,Chilecito,Nonogasta,46042090,90,824,0,1,0,1,0,6,922,0.0
LA RIOJA,Chilecito,Vichigasta,46042140,46,0,0,1,0,1,0,103,151,0.0
LA RIOJA,Chilecito,Colonia Anguinán,46042020,0,161,0,1,0,0,0,69,231,0.0
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020,1,379,0,2,0,1,0,0,383,0.0
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050,0,1.122,0,3,0,1,0,258,1.384,0.0
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040,0,0,0,1,0,0,0,126,127,0.0
LA RIOJA,Famatina,Famatina,46049070,1,202,0,2,0,0,0,5,210,0.0
LA RIOJA,Famatina,Campanas,46049050,0,0,0,1,0,0,0,161,162,0.0
LA RIOJA,General Angel V. Peñaloza,Tama,46056020,8,0,0,1,0,0,0,149,158,0.0
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010,0,0,0,1,0,0,0,93,94,0.0
LA RIOJA,General Belgrano,Chañar,46063020,9,0,0,1,0,0,0,90,100,0.0
LA RIOJA,General Belgrano,Olta,46063040,0,1.069,0,1,0,1,0,6,1.077,0.0
LA RIOJA,General Ocampo,Milagro,46084030,0,813,0,1,0,0,0,0,814,0.0
LA RIOJA,General San Martín,Ulapes,46091010,0,691,0,2,0,0,0,1,694,0.0
LA RIOJA,Independencia,Patquía,46105020,31,0,0,1,0,0,0,279,311,0.0
LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010,4,2.312,0,3,1,1,0,373,2.694,0.0
LA RIOJA,Sanagasta,Villa Sanagasta,46126010,0,543,0,5,0,1,0,5,554,0.0
LA RIOJA,San Blas de los Sauces,Los Robles,46119010,0,1,0,3,0,1,0,102,107,0.0
LA RIOJA,San Blas de los Sauces,Alpasinche,46119010,0,0,0,2,0,0,0,49,51,0.0
LA RIOJA,San Blas de los Sauces,Shaqui,46119010,0,0,0,1,0,0,0,73,74,0.0
LA RIOJA,General Juan F. Quiroga,Malanzán,46070010,0,0,0,1,0,0,0,347,348,0.0
LA RIOJA,General Juan F. Quiroga,Portezuelo,46070030,0,0,0,1,0,0,0,227,228,0.0
LA RIOJA,General Lamadrid,Villa Castelli,46077010,0,0,0,1,0,0,0,255,256,0.0
LA RIOJA,Vinchina,Villa San José de Vinchina,46098020,0,0,0,2,0,0,0,431,433,0.0
MENDOZA,Capital,Mendoza,50007010,6.997,69.861,182,32.987,202,16,0,2.053,112.298,0.0
MENDOZA,General Alvear,General Alvear,50014030,782,3.812,1,2.224,411,0,0,3.408,10.638,0.0
MENDOZA,Godoy Cruz,Godoy Cruz,50021010,4.261,25,90,31.340,100,2,0,1.014,36.832,0.0
MENDOZA,Godoy Cruz,Gobernador Benegas,50021010,0,0,0,568,0,0,0,0,568,0.0
MENDOZA,Godoy Cruz,Las Tortugas,50021010,0,0,0,759,0,0,0,0,759,0.0
MENDOZA,Godoy Cruz,San Francisco Del Monte,50021010,0,0,0,288,0,0,0,0,288,0.0
MENDOZA,Godoy Cruz,Villa Hipodromo,50021010,0,0,0,18,0,0,0,0,18,0.0
MENDOZA,Guaymallén,Bermejo,50028030,0,0,0,149,0,0,0,0,149,0.0
MENDOZA,Guaymallén,Colonia Segovia,50028010,0,0,0,5,0,0,0,142,147,0.0
MENDOZA,Guaymallén,Guaymallén,50028020,5.163,7,88,28.449,17,0,0,1.536,35.260,0.0
MENDOZA,Guaymallén,San Jose,50028030,0,0,0,112,0,0,0,0,112,0.0
MENDOZA,Guaymallén,Dorrego,50028030,0,0,0,1,0,0,0,0,1,0.0
MENDOZA,Guaymallén,Rodeo De La Cruz,50028010,0,0,0,351,0,1,0,0,352,0.0
MENDOZA,Guaymallén,San Francisco Del Monte,50028050,0,0,0,223,0,0,0,0,223,0.0
MENDOZA,Guaymallén,Buena Nueva,50028030,0,0,0,230,0,1,0,0,231,0.0
MENDOZA,Guaymallén,Capilla Del Rosario,50028050,0,0,0,311,0,0,0,0,311,0.0
MENDOZA,Guaymallén,El Sauce,50028030,0,0,0,14,0,0,0,0,14,0.0
MENDOZA,Guaymallén,Jesus Nazareno,50028050,0,0,0,258,0,0,0,0,258,0.0
MENDOZA,Guaymallén,Las Cañas,50028050,0,0,0,218,0,0,0,0,218,0.0
MENDOZA,Guaymallén,Pedro Molina,50028030,0,0,0,113,0,0,0,0,113,0.0
MENDOZA,Junín,Ingeniero Giagnoni,50035010,3.682,0,52,254,52,0,0,66,4.106,0.0
MENDOZA,Junín,Junín,50035020,354,0,5,961,0,0,0,215,1.535,0.0
MENDOZA,Junín,La Colonia,50035030,0,0,0,541,0,1,0,201,743,0.0
MENDOZA,Junín,OTROS,Sin Datos,0,0,0,30,0,0,0,0,30,0.0
MENDOZA,La Paz,La Paz,50042020,384,0,0,4,0,0,0,0,388,0.0
MENDOZA,Las Heras,Las Heras,50049050,1.206,7,32,13.713,11,6,0,722,15.697,0.0
MENDOZA,Las Heras,Uspallata,50049110,578,0,2,558,0,0,0,0,1.138,0.0
MENDOZA,Las Heras,El Challao,50049040,0,0,0,198,0,0,0,0,198,0.0
MENDOZA,Las Heras,El Plumerillo,50049040,0,0,0,36,0,0,0,0,36,0.0
MENDOZA,Las Heras,El Resguardo,50049040,0,0,0,3,0,0,0,0,3,0.0
MENDOZA,Las Heras,El Zapallar,50049040,0,0,0,84,0,0,0,0,84,0.0
MENDOZA,Las Heras,Panquehua,50049040,0,0,0,5,0,0,0,0,5,0.0
MENDOZA,Lavalle,Costa de Araujo,50056080,0,0,0,2,29,0,0,125,156,0.0
MENDOZA,Lavalle,Villa Tulumaya,50056160,0,0,0,107,1,0,0,271,379,0.0
MENDOZA,Luján de Cuyo,Agrelo,50063010,1,0,0,564,0,0,0,67,632,0.0
MENDOZA,Luján de Cuyo,Luján de Cuyo,50063090,2.450,9,29,4.074,608,1,0,1.829,9.000,0.0
MENDOZA,Luján de Cuyo,Perdriel,50063100,60,0,4,154,0,0,0,58,276,0.0
MENDOZA,Luján de Cuyo,Potrerillos,50063110,0,0,0,1,0,4,0,32,37,0.0
MENDOZA,Luján de Cuyo,Ugarteche,50063120,0,0,0,123,0,0,0,127,250,0.0
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,50063020,0,0,0,77,0,0,0,15,92,0.0
MENDOZA,Luján de Cuyo,Carrodilla,50063060,0,0,0,549,101,0,0,12,662,0.0
MENDOZA,Luján de Cuyo,Chacras De Coria,50063060,0,0,0,913,0,0,0,24,937,0.0
MENDOZA,Luján de Cuyo,Costa Flores,50063040,0,0,0,133,0,0,0,17,150,0.0
MENDOZA,Luján de Cuyo,Mayor Drummond,50063060,0,0,0,290,161,0,0,17,468,0.0
MENDOZA,Luján de Cuyo,Vistalba,50063060,0,0,0,271,0,0,0,27,298,0.0
MENDOZA,Luján de Cuyo,La Puntilla,50063060,0,0,0,110,0,0,0,2,112,0.0
MENDOZA,Maipú,Cruz de Piedra,50070030,0,0,0,59,0,0,0,12,71,0.0
MENDOZA,Maipú,Fray Luis Beltrán,50070050,335,1,4,1,0,0,0,66,407,0.0
MENDOZA,Maipú,Maipú,50070060,922,2,15,4.596,6,0,0,1.356,6.897,0.0
MENDOZA,Maipú,Russell,50070080,1.083,0,15,3.489,15,0,0,0,4.602,0.0
MENDOZA,Maipú,San Roque,50070090,389,0,8,3.114,0,0,0,104,3.615,0.0
MENDOZA,Maipú,Coquimbito,50070090,0,0,0,5,0,0,0,0,5,0.0
MENDOZA,Maipú,General Gutierrez,50070040,0,0,0,66,0,0,0,0,66,0.0
MENDOZA,Maipú,Luzuriaga,50070090,0,0,0,321,0,0,0,0,321,0.0
MENDOZA,Malargüe,Las Leñas,50077030,0,0,0,3,0,0,0,0,3,0.0
MENDOZA,Malargüe,Malargüe,50077040,0,1.613,4,4,0,3,0,28,1.652,0.0
MENDOZA,Malargüe,Agua Escondida,50077010,0,0,0,1,0,2,0,0,3,0.0
MENDOZA,Rivadavia,El Mirador,50084040,0,0,0,1,0,0,0,66,67,0.0
MENDOZA,Rivadavia,Rivadavia,50084140,828,0,8,2.893,0,3,0,903,4.635,0.0
MENDOZA,San Carlos,San Carlos,50091060,0,167,0,1,0,0,0,400,568,0.0
MENDOZA,San Carlos,Pareditas,50091050,0,0,0,86,1,0,0,33,120,0.0
MENDOZA,San Martín,Alto Salvador,50098090,0,0,0,34,0,0,0,19,53,0.0
MENDOZA,San Martín,Alto Verde,50098020,0,0,0,63,0,0,0,88,151,0.0
MENDOZA,San Martín,Chapanay,50098060,0,0,1,7,0,0,0,32,40,0.0
MENDOZA,San Martín,Palmira,50098090,0,0,0,515,0,0,0,19,534,0.0
MENDOZA,San Martín,San Martín,50098100,0,3,0,2.813,0,1,0,894,3.711,0.0
MENDOZA,San Martín,Tres Porteñas,50098110,0,0,0,3,0,0,0,209,212,0.0
MENDOZA,San Rafael,Cuadro Benegas,50105060,35,0,2,2.094,0,1,0,418,2.550,0.0
MENDOZA,San Rafael,San Rafael,50105210,3.121,1.757,215,13,216,0,0,1.235,6.557,0.0
MENDOZA,San Rafael,Punta del Agua,50105170,0,0,0,2,0,0,0,0,2,0.0
MENDOZA,Santa Rosa,Barrio 12 de Octubre,50112010,0,0,0,3,0,0,0,0,3,0.0
MENDOZA,Santa Rosa,La Dormida,50112040,0,0,0,1,0,0,0,396,397,0.0
MENDOZA,Santa Rosa,Santa Rosa,50112060,0,0,0,2,0,0,0,153,155,0.0
MENDOZA,Tunuyán,Los Sauces,50119050,0,20,0,1,0,0,0,0,21,0.0
MENDOZA,Tunuyán,Tunuyán,50119060,473,1.375,1,11,0,0,0,16,1.876,0.0
MENDOZA,Tupungato,San José,50126050,0,0,0,37,0,0,0,17,54,0.0
MENDOZA,Tupungato,Tupungato,50126060,517,0,0,3,0,3,0,598,1.121,0.0
MISIONES,25 de Mayo,San Francisco de Asís,54119040,0,0,0,15,40,0,0,25,80,0.0
MISIONES,25 de Mayo,Santa Rita,54119050,0,0,0,30,150,1,0,50,231,0.0
MISIONES,25 de Mayo,Alba Posse,54119010,0,0,0,40,0,0,0,0,40,0.0
MISIONES,Apóstoles,Apóstoles,54007010,1.876,3.510,0,4,0,1,0,138,5.529,0.0
MISIONES,Apóstoles,San José,54007060,165,0,0,1,0,0,0,425,591,0.0
MISIONES,Cainguás,Aristóbulo del Valle,54014010,1,1.194,0,4,0,2,0,0,1.201,0.0
MISIONES,Cainguás,Campo Grande,54014020,10,0,0,4,0,1,0,0,15,0.0
MISIONES,Cainguás,Dos de Mayo Núcleo I,54014030,0,0,0,1.330,0,0,0,0,1.330,0.0
MISIONES,Candelaria,Barrio Del Lago,54021005,0,0,0,10.278,0,0,0,0,10.278,0.0
MISIONES,Capital,Garupá,54028010,1.167,1.038,0,7.995,0,0,0,85,10.285,0.0
MISIONES,Capital,Posadas,54028030,7.195,70.150,0,3.613,12,8,0,230,81.208,0.0
MISIONES,Concepción,Concepción de la Sierra,54035020,0,458,0,3,0,1,0,154,616,0.0
MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,54049020,0,0,0,1,370,0,0,0,371,0.0
MISIONES,Guaraní,San Vicente,54056030,0,0,0,2.265,20,0,0,1.036,3.321,0.0
MISIONES,Iguazú,Esperanza,54063010,728,2.000,0,1,0,0,0,100,2.829,0.0
MISIONES,Iguazú,Puerto Iguazú,54063030,1.065,519,0,6.489,0,3,0,0,8.076,0.0
MISIONES,Iguazú,Wanda,54063040,784,0,0,1,0,3,0,0,788,0.0
MISIONES,Leandro N. Alem,Cerro Azul,54070040,0,314,0,10,15,2,0,131,472,0.0
MISIONES,Leandro N. Alem,Dos Arroyos,54070050,0,0,0,2,0,0,0,0,2,0.0
MISIONES,Leandro N. Alem,Leandro N. Alem,54070070,1.019,3.515,0,2,127,0,0,0,4.663,0.0
MISIONES,Montecarlo,Montecarlo,54084030,1.180,296,0,1.127,480,0,0,0,3.083,0.0
MISIONES,Oberá,Alberdi,54091010,0,0,0,23,0,0,0,2,25,0.0
MISIONES,Oberá,Campo Ramón,54091020,0,324,0,12,15,1,0,0,352,0.0
MISIONES,Oberá,Campo Viera,54091030,0,0,0,1,0,0,0,0,1,0.0
MISIONES,Oberá,General Alvear,54091050,0,0,0,9,0,0,0,0,9,0.0
MISIONES,Oberá,Guaraní,54091060,5,0,0,22,0,0,0,0,27,0.0
MISIONES,Oberá,Los Helechos,54091070,0,0,0,20,20,0,0,0,40,0.0
MISIONES,Oberá,Oberá,54091080,4.867,385,0,2.312,22,0,0,0,7.586,0.0
MISIONES,Oberá,Panambí,54091090,0,0,0,21,0,0,0,0,21,0.0
MISIONES,Oberá,Panambí Kilómetro 8,54091100,0,0,0,24,50,0,0,0,74,0.0
MISIONES,Oberá,San Martín,54091110,0,0,0,7,0,0,0,0,7,0.0
MISIONES,Oberá,Villa Bonita,54091120,0,24,0,12,0,0,0,0,36,0.0
MISIONES,San Ignacio,Jardín América,54098080,790,0,0,2.227,0,0,0,2.143,5.160,0.0
MISIONES,San Javier,San Javier,54105040,0,1.302,0,5,40,3,0,400,1.750,0.0
MISIONES,San Pedro,Cruce Caballero,54112010,0,0,0,34,0,0,0,0,34,0.0
MISIONES,San Pedro,Paraíso,54112020,0,0,0,198,8,0,0,10,216,0.0
MISIONES,San Pedro,Piñalito Sur,54112030,0,0,0,26,0,0,0,2,28,0.0
MISIONES,San Pedro,San Pedro,54112040,0,849,0,864,0,0,0,865,2.578,0.0
MISIONES,San Pedro,Tobuna,54112050,0,0,0,14,0,0,0,2,16,0.0
NEUQUEN,Añelo,Añelo,58014010,0,3,0,366,0,14,0,353,736,0.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020,0,824,0,1.033,0,2,0,316,2.175,0.0
NEUQUEN,Chos Malal,Chos Malal,58042010,435,0,8,290,8,4,92,385,1.222,0.0
NEUQUEN,Confluencia,Centenario,58035030,2.121,2.037,0,2.844,0,7,0,590,7.599,0.0
NEUQUEN,Confluencia,Cutral Có,58035040,4.563,0,57,2,0,6,0,8.182,12.810,0.0
NEUQUEN,Confluencia,Neuquén,58035070,5.684,65.457,343,14.636,347,39,2,2.218,88.726,0.0
NEUQUEN,Confluencia,Plottier,58035100,2.357,2.744,0,272,10,2,0,4.213,9.598,0.0
NEUQUEN,Confluencia,Senillosa,58035110,0,0,0,456,0,2,0,1.398,1.856,0.0
NEUQUEN,Confluencia,Vista Alegre Norte,58035130,176,0,0,330,0,0,0,10,516,0.0
NEUQUEN,Confluencia,Vista Alegre Sur,58035140,120,0,0,325,0,1,0,0,446,0.0
NEUQUEN,Confluencia,11 de Octubre,58035080,32,0,0,418,0,0,0,0,450,0.0
NEUQUEN,Confluencia,Barrio Ruca Luhé,58035020,0,0,0,8,0,0,0,0,8,0.0
NEUQUEN,Huiliches,Junín de los Andes,58049010,390,1.814,2,1.377,0,2,0,1.373,4.958,0.0
NEUQUEN,Lácar,San Martín de los Andes,58056010,7.767,847,0,5.036,0,5,0,796,14.451,0.0
NEUQUEN,Lácar,Villa Lago Meliquina,58056020,17,0,0,9,0,0,0,327,353,0.0
NEUQUEN,Minas,Andacollo,58077010,150,0,2,1,0,2,0,135,290,0.0
NEUQUEN,Pehuenches,Rincón de los Sauces,58091040,739,46,5,558,3,5,0,382,1.738,0.0
NEUQUEN,Zapala,Zapala,58112040,3.315,0,29,1.435,29,1,0,2.400,7.209,0.0
RIO NEGRO,25 de Mayo,Clemente Onelli,62091020,0,0,0,30,0,0,0,0,30,0.0
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,62091050,245,0,3,460,0,2,0,610,1.320,0.0
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,62049030,0,0,0,6,0,1,0,146,153,0.0
RIO NEGRO,9 de Julio,Sierra Colorada,62049050,0,0,0,7,0,1,0,85,93,0.0
RIO NEGRO,Adolfo Alsina,Viedma,62007090,2.610,1.122,91,10.701,92,5,0,479,15.100,0.0
RIO NEGRO,Avellaneda,Chimpay,62014030,0,0,0,14,0,3,0,0,17,0.0
RIO NEGRO,Avellaneda,Choele Choel,62014040,486,1.720,1,205,0,2,0,19,2.433,0.0
RIO NEGRO,Avellaneda,Coronel Belisle,62014050,0,0,0,189,0,1,0,5,195,0.0
RIO NEGRO,Avellaneda,Darwin,62014060,0,0,0,141,0,1,0,1,143,0.0
RIO NEGRO,Avellaneda,Lamarque,62014070,0,1.616,1,13,0,1,0,30,1.661,0.0
RIO NEGRO,Avellaneda,Luis Beltrán,62014080,0,1.407,1,203,0,2,0,46,1.659,0.0
RIO NEGRO,Bariloche,El Bolsón,62021030,3.231,0,0,1.400,0,2,0,979,5.612,0.0
RIO NEGRO,Bariloche,San Carlos de Bariloche,62021060,15.034,2.454,212,12.990,15.215,4,0,2.196,48.105,0.0
RIO NEGRO,Bariloche,Villa Mascardi,62021110,0,0,0,4,0,0,0,0,4,0.0
RIO NEGRO,Conesa,General Conesa,62028020,87,0,0,1.036,0,1,0,22,1.146,0.0
RIO NEGRO,El Cuy,Las Perlas,62035040,0,0,0,208,0,1,0,144,353,0.0
RIO NEGRO,El Cuy,Naupa Huen,62035060,0,0,0,1,0,0,0,0,1,0.0
RIO NEGRO,El Cuy,Cerro Policía,62035020,0,0,0,1,0,0,0,0,1,0.0
RIO NEGRO,General Roca,Allen,62042010,1.680,0,17,2,0,4,0,509,2.212,0.0
RIO NEGRO,General Roca,Barrio El Labrador,62042120,0,0,0,35,0,0,0,56,91,0.0
RIO NEGRO,General Roca,Barrio Guerrico,62042160,200,0,4,89,0,0,0,2,295,0.0
RIO NEGRO,General Roca,Catriel,62042360,0,0,0,507,2.619,2,0,19,3.147,0.0
RIO NEGRO,General Roca,Chichinales,62042380,0,0,0,2,0,1,0,232,235,0.0
RIO NEGRO,General Roca,Cinco Saltos,62042390,1.752,0,4,2.728,1,1,0,1.018,5.504,0.0
RIO NEGRO,General Roca,Cipolletti,62042400,1,21.284,1,522,1,6,0,599,22.414,0.0
RIO NEGRO,General Roca,General Enrique Godoy,62042430,0,0,0,2,0,1,0,284,287,0.0
RIO NEGRO,General Roca,General Fernández Oro,62042440,337,4,2,2.279,0,2,0,688,3.312,0.0
RIO NEGRO,General Roca,General Roca,62042450,4.250,16.662,181,651,181,5,0,1.073,23.003,0.0
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,62042460,359,0,2,5,0,2,0,404,772,0.0
RIO NEGRO,General Roca,Sargento Vidal,62042520,0,0,0,50,0,0,0,131,181,0.0
RIO NEGRO,General Roca,Villa Manzano,62042550,0,0,0,50,0,23,0,1.027,1.100,0.0
